"Original Text","Distortion Type","Label"
"Để giúp con cải thiện thành tích, tôi đã kèm cặp đứa trẻ này một thời gian, kết quả thi được 70 điểm, tôi vẫn không hài lòng với kết quả này. Tôi nghĩ những đứa trẻ nghịch ngợm đó, tương lai của chúng sẽ không có nhiều thay đổi, chúng không thể thành đạt, số phận của chúng đã được định sẵn.","Fortune-telling",1
"Gần đây công việc rất bận rộn, cấp trên tạo áp lực rất lớn cho tôi, nhưng các đồng nghiệp xung quanh dường như không có gì bất thường. Tôi cảm thấy mỗi ngày áp lực lớn quá, mình thở không nổi nữa rồi, muốn chết quá.","Emotional Reasoning",1
"Công ty trước đây của tôi kinh doanh không tốt nên phá sản, vì vậy tôi đã không có việc làm nửa năm nay. Tôi nghĩ thôi, bỏ cuộc tìm việc đi, sẽ không có công ty nào cần mình đâu, mình không thể tìm được việc làm.","Fortune-telling",1
"Các bạn cùng lớp đều ra ngoài, tôi một mình ở trong lớp học và cảm thấy hơi cô đơn. Tôi cảm thấy bị tách rời khỏi mọi thứ và mọi người: tôi thực sự không biết giải thích điều này như thế nào, nhưng dù tôi ở một mình hay trong đám đông, tôi đều cảm thấy cảm giác 'khác biệt' này.","Overgeneralization",1
"Hai tuần liên tiếp tôi không nhận được tin nhắn hoặc cuộc gọi. Tôi nghĩ trầm cảm nói với tôi rằng không ai quan tâm, và tôi cũng biết không ai quan tâm đến tôi.","Overgeneralization",1
"Gần đây tôi bị gãy xương, mỗi lần bạn bè đều phải đi cùng tôi xuống lầu, đưa tôi đi học. Tôi nghĩ vốn dĩ cuộc sống đại học đã hỗn loạn rồi, bây giờ lại còn bị gãy xương nữa chứ, cuộc sống đại học của mình đúng là một mảng tối tăm. Từ nay về sau chỉ có ngày càng tệ hơn thôi.","All-or-Nothing Thinking",1
"Tôi và bạn học chơi game ở quán net, giáo viên đột nhiên đi vào tóm được tôi. Tôi nghĩ mau nhận lỗi, xin thầy tha thứ, nói không chừng còn có một tia hy vọng.","Non-distorted",0
"Mỗi năm đến Tết, người nhà lại hỏi han đủ thứ về tôi. Tôi sợ nhất là những câu hỏi trên bàn ăn như thế này, nếu năm nào đó phát triển không tốt thì thà không đón Tết cũng không ăn cơm.","Fortune-telling",1
"Là một luật sư, vụ kiện của tôi đã thua. Tôi cảm thấy thua kiện thật là khó chịu! Đây mới chỉ là vụ kiện đầu tiên của mình! Luật sư đúng là một nghề vô dụng.","Emotional Reasoning",1
"Khi tôi đã chuẩn bị sẵn sàng mọi thứ để rời nhà, mẹ lại lâm bệnh nặng, trong nhà luôn xảy ra những chuyện khiến tôi không dám rời nhà ra ngoài lập nghiệp. Tôi nghĩ gia đình như mình còn xứng đáng có lý tưởng gì nữa, cứ sống lay lắt qua kiếp này cũng coi như xong.","Fortune-telling",1
"Gần đây tôi cảm thấy đôi khi đứng dậy là chóng mặt, cảm giác nặng đầu nhẹ chân. Tôi nghĩ mình đúng là một kẻ bệnh tật, cơ thể luôn có bệnh, không chữa khỏi được, bây giờ yếu ớt như vậy, sau này cũng không sống được bao nhiêu năm nữa.","Labeling and Mislabeling",1
"Gần đây gần đến hạn nộp dự án, sau giờ làm đầu óc tôi vẫn không ngừng nghĩ về công việc. Tôi cảm thấy mình mệt quá, nhưng mình không thể không chịu trách nhiệm cho dự án của mình, dù mình cảm thấy mình liên tục bị bóc lột, mình cũng không thể rời bỏ dự án mà mình đã nỗ lực rất lâu này, một khi buông tay, tất cả năng lượng của mình đều sẽ vô ích, công việc bây giờ đối với mình đã trở thành một việc đau khổ.","Emotional Reasoning",1
"Tết đến, trong bữa cơm tất niên, những người cùng thế hệ với tôi đều có tiết mục biểu diễn tài năng, tôi chỉ biết cắm cúi ăn cơm. Tôi cảm thấy mình thật vô dụng, là kẻ nhát gan, căn bản không xứng đáng ngồi cùng với những anh chị em xuất sắc đó để ăn bữa cơm tất niên.","Labeling and Mislabeling",1
"Bố mẹ tôi gần đây đang cãi nhau, không quan tâm tôi nhiều. Tôi nghĩ họ từ đầu đến cuối đều không nghĩ cho mình, mình giống như một người vô hình trôi dạt trong thế giới này.","Mind Reading",1
"Hai tuần liên tiếp tôi không nhận được tin nhắn hoặc cuộc gọi. Tôi đã nhìn thấu rồi, cái gọi là bạn bè cũng chỉ có vậy, mình sẽ không bao giờ tin bất cứ ai nữa, mình căn bản không cần bạn bè. Tất cả mọi người đều ích kỷ, chỉ quan tâm đến bản thân, tình bạn căn bản là một trò đùa.","Emotional Reasoning",1
"Gần đây tôi cảm thấy đôi khi đứng dậy là chóng mặt, cảm giác nặng đầu nhẹ chân. Tôi nghĩ hôm kia mình thấy bạn cùng phòng cầm bình nước của mình, chắc là anh ấy đã bỏ thuốc vào cho mình.","Mind Reading",1
"Mơ lấy được hoàng tử bạch mã, cuối cùng tôi chỉ lấy một người chồng mà tôi không yêu. Tôi nghĩ hoàng tử bạch mã gì đó chỉ tồn tại trong truyện cổ tích thôi, người có điều kiện như mình cũng chỉ có thể tìm được người như vậy.","Non-distorted",0
"Tôi có thành tích rất kém, mặc dù đã rất cố gắng học tập, nhưng kết quả vẫn không như ý. Tôi sẽ hỏi thầy cô bạn bè, cố gắng thêm chút nữa, mình nhất định sẽ làm được.","Non-distorted",0
"Tôi và bạn cùng phòng gần đây thường xuyên xảy ra mâu thuẫn. Tôi nghĩ chúng tôi tính cách khác nhau, nên thường xuyên xảy ra xung đột, tôi cảm thấy rất lo lắng.","Non-distorted",0
"Bố mẹ có vẻ can thiệp quá nhiều vào cuộc sống của tôi, gần đây bố mẹ thường xuyên hỏi han những việc tôi làm. Tôi nghĩ nhiều vấn đề rõ ràng không cần hỏi họ cứ hỏi mãi không ngừng, họ chưa bao giờ nghĩ đến cảm xúc của mình, chỉ lo thỏa mãn ham muốn kiểm soát của bản thân.","Mind Reading",1
"Tôi không phải là một đứa trẻ xinh đẹp, tôi cảm thấy hơi tự ti. Tôi nghĩ mặt mình không đẹp thì không cần trang điểm, vì mình muốn nhuộm tóc nhưng bạn nói đúng, mình đã kẻ lông mày rồi.","Non-distorted",0
"Tôi không phải là một đứa trẻ xinh đẹp, tôi cảm thấy hơi tự ti. Tôi nghĩ không cần nghĩ cũng biết không ai sẽ thích mình, họ chắc chắn sẽ vì sự xấu xí của mình mà mong muốn tránh xa mình.","Fortune-telling",1
"Thật không may, tôi được chẩn đoán mắc bệnh tâm thần. Tôi nghĩ thì ra nỗi đau gần đây của mình là do bệnh tật, điều này thật bất ngờ, nhưng cũng hợp lý.","Non-distorted",0
"Tôi đang giảm cân, nhưng tôi đã lén ăn một miếng bánh quy, tôi rất hối hận. Tôi nghĩ giảm cân là để bản thân khỏe mạnh hơn, chứ không phải là để tính toán lượng calo nạp vào từ mỗi miếng thức ăn.","Non-distorted",0
"Gần đây tôi phát hiện ra WeChat của người thứ ba trong điện thoại của bố tôi. Tôi nghĩ sao bố lại có người thứ ba? Thật ghê tởm! Mình thật sự vô cùng tức giận! Người như vậy, đã hủy hoại tấm chân tình của mẹ! Người như vậy sống để làm gì, đúng là lãng phí tài nguyên xã hội! Mình phải bắt anh ta trả giá xứng đáng!","All-or-Nothing Thinking",1
"Căn hộ tôi đang ở đột nhiên bị nổ, tôi mất nhà cửa. Tôi nghĩ mình ngay cả thành quả của mình cũng không bảo vệ tốt được, sẽ mất việc làm, sau này chỉ có thể lang thang đầu đường xó chợ chịu đói chịu rét.","Mind Reading",1
"Công ty trước đây của tôi kinh doanh không tốt nên phá sản, vì vậy tôi đã không có việc làm nửa năm nay. Tôi nghĩ dù không có việc làm, nhưng mình thực sự đã có nhiều thời gian hơn để ở bên gia đình, và cũng tận dụng thời gian này để học hỏi một số kỹ năng mới!","Non-distorted",0
"Bố mẹ luôn so sánh tôi với những đứa trẻ khác, tôi cảm thấy rất không vui. Tôi nghĩ dù đi đâu, chỉ cần nhìn thấy một đứa trẻ bằng tuổi mình, họ đều có thể tìm ra ưu điểm ở đứa trẻ đó để so sánh với mình. Mình sẽ không bao giờ làm họ hài lòng.","Fortune-telling",1
"Tôi ăn nhiều đồ ăn ít calo, cân nặng vẫn không thể giảm xuống. Tôi nghĩ rõ ràng là đã ăn ít như vậy rồi, nhưng kết quả vẫn không như ý muốn, chịu nhiều khổ sở như vậy, mà cân nặng chẳng giảm chút nào, giảm cân thật khổ quá, mình thật sự không muốn kiên trì nữa.","Non-distorted",0
"Sếp quyết định giảm lương của tất cả nhân viên, tôi cảm thấy rất buồn. Tôi nghĩ mình vừa muốn mua váy, cũng không có cơ hội mua nữa rồi, tiền lương đột nhiên bị giảm khiến mình rất buồn.","Non-distorted",0
"Tôi và bạn học chơi game ở quán net, giáo viên đột nhiên đi vào tóm được tôi. Tôi nghĩ thầy giáo chắc chắn đã ở đây rất lâu rồi, chính là để tóm được mình, trừng phạt mình.","Mind Reading",1
"Gần đây tôi bị gãy xương, mỗi lần bạn bè đều phải đi cùng tôi xuống lầu, đưa tôi đi học. Tôi nghĩ mình luôn không nhớ những điều tốt đẹp người khác làm cho mình, những chuyện như thế này có lẽ sẽ bị mình nhanh chóng quên đi thôi.","Emotional Reasoning",1
"Gần đây tôi cảm thấy việc học hơi khó khăn, viết luận văn làm tôi đau đầu, giáo viên đã tìm tôi nhiều lần vì luận văn. Tôi nghĩ luận văn này mình sẽ không bao giờ viết tốt được nữa, mình không muốn viết luận văn nữa.","Overgeneralization",1
"Gần đây tôi mang thai, cảm thấy rất khó chịu. Tôi nghĩ mình mỗi ngày đều chịu đựng những đau đớn về thể xác và trầm cảm về tâm lý, nhưng những người xung quanh mình lại không thể hiểu và cũng không thể đồng cảm với mình.","Mind Reading",1
"Gần đây công việc rất bận, con tôi bị bỏ bê, tôi cảm thấy thiếu sự đồng hành với con. Tôi nghĩ mình đã lâu như vậy không ở bên con rồi, con chắc chắn sẽ trách mình trong lòng.","Mind Reading",1
"Tôi phát hiện bạn cùng phòng dường như đang âm thầm ganh đua với tôi. Tôi nghĩ có lẽ có thể cố gắng biến sự ganh đua âm thầm này thành cạnh tranh lành mạnh, như vậy cả hai chúng ta đều sẽ tiến bộ.","Non-distorted",0
"Có người bắt nạt tôi, nói tôi là một người không quan trọng. Tôi nghĩ là mình đã làm gì đó không phù hợp, tất cả đều là vấn đề của mình.","Personalization",1
"Thường xuyên phải làm thêm giờ khiến tôi cảm thấy quá khó chịu. Tôi nghĩ liệu có phải mình chết đi thì mọi người sẽ vui vẻ hơn, sếp cũng sẽ rất vui vì không cần phải trả lương cho kẻ vô dụng như mình nữa. Mình chắc chắn là gánh nặng của công ty này, không có mình mọi người sẽ tốt hơn.","Overgeneralization",1
"Tôi cố gắng an ủi bạn bè, nhưng bạn bè lại càng tức giận hơn. Tôi nghĩ một người bạn tốt sẽ biết cách chăm sóc cảm xúc của đối phương, mình không phải là một người bạn tốt.","All-or-Nothing Thinking",1
"Bố mẹ luôn so sánh tôi với những đứa trẻ khác, tôi cảm thấy rất không vui. Tôi nghĩ nói chuyện thẳng thắn với họ, cho họ biết mình không vui, mình cũng có cảm xúc, mình không thích như vậy.","Non-distorted",0
"Thật không may, gần đây tôi cảm thấy rất khó chịu, nhưng vẫn chưa tìm ra bệnh cụ thể. Tôi nghĩ mình chỉ biết làm phiền người khác, gây rắc rối cho người khác, bố mẹ không biết đã tốn bao nhiêu tiền vì mình rồi. Mình đúng là một gánh nặng, họ chắc chắn hối hận vì đã sinh ra mình.","Personalization",1
"Con gái tôi gần đây ra ngoài buổi tối, không về nhà, cũng không gọi điện cho tôi. Tôi nghĩ con bé này y hệt mẹ nó, chỉ biết chạy ra ngoài, không bao giờ biết gọi điện cho mình; phụ nữ trên đời này đều như vậy, không coi đàn ông ra gì, chỉ biết đòi tiền.","Overgeneralization",1
"Tôi đang ôn thi cao học, áp lực rất lớn, tôi rất lo lắng. Tôi nghĩ mặc dù bây giờ hơi không chắc chắn, cạnh tranh cũng rất khốc liệt, nhưng một người thông minh, chăm chỉ, tập trung, nghiêm túc, kiên cường và có ý chí chiến đấu như mình, chắc chắn có thể làm được.","Non-distorted",0
"Tôi chủ động chào hỏi, bạn học mới cũng chỉ qua loa đáp lại. Tôi nghĩ có phải mình vừa nói chuyện quá lớn tiếng làm cô ấy sợ không, tất cả là lỗi của mình.","Personalization",1
"Tôi mua một túi cổ vịt, ăn cổ vịt bị mắc nghẹn. Tôi nghĩ nếu không thì sao nói mình là kẻ xui xẻo bẩm sinh, chỉ muốn ăn cổ vịt thôi mà cũng bị mắc nghẹn đến mức này, vận may thật sự quá tệ.","Labeling and Mislabeling",1
"Đã hẹn đi chơi cùng nhau, nhưng tôi lại bị cho leo cây. Tôi nghĩ bị cho leo cây thật phiền, mình không nên kết bạn mới đúng.","Overgeneralization",1
"Hẹn bạn đi chơi bóng rổ, đến giờ anh ta không đến. Tôi nghĩ mình giục anh ấy thì anh ấy sẽ nghĩ mình không hài lòng với anh ấy đúng không, dù sao cũng không còn nhiều thời gian, hay là đợi thêm chút nữa đi. Mình có phải quá nhu nhược không, luôn sợ làm mất lòng người khác?","Mind Reading",1
"Tôi không phải là một đứa trẻ xinh đẹp, tôi cảm thấy hơi tự ti. Tôi nghĩ đều tại bố mẹ mình sinh ra mình xấu xí như vậy, người khác đều xinh đẹp, có người yêu, chỉ có mình bị ghét bỏ. Mình định là sẽ cô đơn cả đời, không ai muốn ở bên mình.","Overgeneralization",1
"Gần đây tôi có tình trạng mất ngủ vào ban đêm. Tôi nghĩ mỗi đêm không ngủ được mình đều suy nghĩ lung tung, càng muốn kết thúc những suy nghĩ lung tung đó thì đầu óc lại càng hỗn loạn.","Emotional Reasoning",1
"Tôi phát hiện ra file PPT mà tôi đã vất vả làm lại không được lưu. Tôi nghĩ mình đã làm lâu như vậy, chỉ vì không lưu nên chẳng còn gì cả, lòng mình thực sự rất khó chịu, vậy mình làm cẩn thận như vậy để làm gì chứ? Dù sao thời gian cũng đã lãng phí rồi, mình thà đi ngủ một giấc, rồi mười phút trước khi báo cáo thì làm qua loa cho xong chuyện.","Emotional Reasoning",1
"Từ trước đến nay tôi ít liên lạc với gia đình, chỉ gửi tin nhắn. Tôi nghĩ mối liên hệ giữa các thành viên trong gia đình có thể không thường xuyên, nhưng điều đó không làm suy yếu tình thân sâu sắc của chúng tôi.","Non-distorted",0
"Đồng nghiệp hoặc lãnh đạo lại giao thêm nhiệm vụ mới cho tôi. Tôi nghĩ nhiệm vụ lần này nhiều quá, không quan tâm đến mình gì cả.","Non-distorted",0
"Đồng nghiệp của tôi, vào công ty cùng năm, tôi cảm thấy cô ấy luôn thích lấn át tôi. Tôi nghĩ biết đâu cô ấy chỉ muốn làm thân với mình, nhưng lại dùng cách hơi cực đoan.","Non-distorted",0
"Gần đây tôi đi đánh bạc, thua hết tiền của mình. Tôi nghĩ sao mình có thể thua được chứ? Quả nhiên cờ bạc là lừa bịp!","Labeling and Mislabeling",1
"Là một luật sư, vụ kiện của tôi đã thua. Tôi nghĩ vụ án này mình đã thua, chắc chắn sẽ ảnh hưởng đến danh tiếng của mình, sau này có vụ án nào khác, mọi người chắc chắn sẽ không muốn mình nhận nữa, họ sẽ không tin tưởng mình.","Fortune-telling",1
"Tôi không phải là một đứa trẻ xinh đẹp, tôi cảm thấy hơi tự ti. Tôi nghĩ mình mỗi giờ mỗi phút đều phiền não vì ngoại hình của mình, điều này sẽ trở thành căn bệnh trong lòng mình.","Overgeneralization",1
"Bố mẹ có vẻ hơi quá can thiệp vào cuộc sống của tôi rồi. Dạo gần đây, bố mẹ thường xuyên hỏi han về những việc tôi làm. Tôi nghĩ bố mẹ luôn quan tâm tôi, dù tôi ở đâu, vì sự quan tâm của họ luôn mang lại cảm giác thân thuộc, nhắc nhở tôi là một đứa trẻ có gia đình.","Non-distorted",0
"Tôi và bạn cùng phòng gần đây thường xuyên xảy ra mâu thuẫn. Tôi nghĩ tôi sẽ cố gắng hết sức để giải quyết mâu thuẫn giữa chúng tôi và bạn cùng phòng, vì chúng tôi đều có suy nghĩ riêng.","Non-distorted",0
"Tôi ở nước ngoài làm việc, đột nhiên điện thoại gọi đến, bố mẹ tôi qua đời. Tôi nghĩ bây giờ mình đột nhiên mất đi bố mẹ, sau này cũng sẽ mất đi người yêu và con cái theo cách tương tự, tất cả những sự ra đi trong cuộc đời mình đều xảy ra đột ngột.","Overgeneralization",1
"Tôi bị bạo lực lạnh của gia đình đẩy đến đỉnh điểm bùng nổ, không kiểm soát được mà trở nên cuồng loạn. Tôi nghĩ các người đều là những kẻ máu lạnh, ngay cả đứa con yêu quý nhất cũng không yêu, các người căn bản sẽ không yêu ai cả!","Labeling and Mislabeling",1
"Tôi là một người đồng tính, tôi cảm thấy rất áp lực, không ai xung quanh hiểu tôi. Tôi nghĩ mình là người đồng tính, mình sẽ cô đơn đến già, chết một mình trong cô đơn.","Fortune-telling",1
"Những người xung quanh đã nói với người khác về bí mật tôi thích một bạn nam lớp bên cạnh, và tin đồn đó đã đến tai tôi. Tôi nghĩ mình từ nay về sau sẽ trở thành trò cười của tất cả mọi người.","Overgeneralization",1
"Thường xuyên phải làm thêm giờ khiến tôi cảm thấy quá khó chịu. Tôi nghĩ mình làm việc quần quật mà chỉ đủ nuôi sống bản thân, người như mình sống thật sự có ý nghĩa không, chỉ là lãng phí không khí thôi. Mình chắc chắn là một kẻ thất bại hoàn toàn, không đáng được bất kỳ ai yêu thương hay tôn trọng.","All-or-Nothing Thinking",1
"Đã hẹn đi chơi cùng nhau, nhưng tôi lại bị cho leo cây. Tôi nghĩ không đến thì thôi, cùng lắm là sau này mình không đi chơi với anh ấy nữa.","All-or-Nothing Thinking",1
"Đồng nghiệp của tôi, vào công ty cùng năm, tôi cảm thấy cô ấy luôn thích lấn át tôi. Tôi nghĩ cô ấy làm gì thực ra cũng không sao cả, mình chỉ cần đủ giỏi thì sẽ được đồng nghiệp yêu quý, được sếp trọng dụng, cô ấy căn bản không thể ảnh hưởng đến mình.","Non-distorted",0
"Tôi đi học lái xe đã trượt nhiều lần rồi, việc học lái xe thất bại. Tôi nghĩ giáo viên dạy lái xe nhắm vào mình, cố tình cho mình trượt mỗi lần, để mình mỗi năm đều phải đóng tiền học ở đó, trường dạy lái xe này thật sự quá đen tối.","Mind Reading",1
"Tôi tự tin rằng mình sẽ có học bổng, nhưng không may lại trượt học bổng. Tôi cảm thấy mình là gánh nặng cho mọi người, xin lỗi, tôi là một người tồi tệ.","Personalization",1
"Đột nhiên tôi đi ra ngoài, phát hiện quần áo của mình bị ngược. Tôi nghĩ đi phỏng vấn mà cũng mặc ngược quần áo, buổi phỏng vấn này mình chắc chắn đã làm hỏng rồi, xong rồi, mình sẽ không bao giờ tìm được việc làm nữa!","Mind Reading",1
"Tôi cảm thấy khó tập trung, hiệu quả học tập thấp, cả ngày đầu óc trống rỗng. Bạn có phải là một người đọc tâm thực sự không? Làm sao bạn có thể biết động cơ tôi đặt câu hỏi?","Non-distorted",0
"Gần đây tôi cảm thấy chiều cao của mình không lý tưởng lắm. Tôi nghĩ sao lại có người thích con trai lùn chứ, sẽ không có ai yêu mình đâu, mình cũng chỉ có thể cô đơn đến già thôi.","Fortune-telling",1
"Hai tuần liên tiếp tôi không nhận được tin nhắn hoặc cuộc gọi. Tôi nghĩ nguyên tắc của mình là thà thiếu còn hơn thừa, vòng xã giao của mình đủ rồi.","Non-distorted",0
"Tôi vừa bị chụp ảnh khỏa thân cưỡng bức, tôi rất đau khổ, không dám nói cho ai biết. Tôi nghĩ hãy để mình ngủ một giấc thật ngon đi, khi mình tỉnh dậy, những chuyện này sẽ như chưa từng xảy ra, mình sẽ không còn đau khổ nữa, mình sẽ quên đi tất cả.","Emotional Reasoning",1
"Chồng tôi nghĩ vợ mua quần áo mỗi tuần quá lãng phí, vợ nghĩ chồng cho tiền người nhà ở quê quá nhiều. Tôi nghĩ đều tại mình mua quần áo hoang phí quá, anh ấy không muốn đưa tiền cho mình nữa, tất cả đều gửi về nhà là lỗi của mình, nếu mình tỉnh táo hơn khi tiêu tiền, thì sẽ không đến mức bây giờ anh ấy không muốn quản mình.","Personalization",1
"Tôi chủ động chào hỏi, bạn học mới cũng chỉ qua loa đáp lại. Tôi nghĩ anh ấy không thích mình sao? Có ai nói xấu mình với anh ấy không? Anh ấy dựa vào cái gì mà coi thường mình như vậy?","Fortune-telling",1
"Người khác nói bạn trông không được khỏe, như thể người khác nợ tiền bạn. Tôi nghĩ khi mình không cười trông có vẻ hơi nghiêm túc thật, nhưng như vậy cũng không có gì xấu, mình cũng không phải là người luyên thuyên cười đùa.","Non-distorted",0
"Bạn trai tôi gọi điện cho tôi, nói rằng anh ấy cần thêm không gian. Tôi nghĩ mối quan hệ của chúng ta đã đi đến bờ vực tan vỡ, chúng ta sớm muộn gì cũng sẽ chia tay.","Fortune-telling",1
"Tôi cảm thấy bạn cùng phòng dường như mỗi ngày đều có mối quan hệ rất tốt, nhưng tôi không thể hòa nhập. Tôi nghĩ giao tiếp với họ thật phiền phức, giao tiếp là một việc phiền phức, những người quan tâm và giúp đỡ mình đều bị bỏ qua, mình không thèm kết giao với họ.","Mind Reading",1
"Tôi có một người bạn thân thiết hai năm, nhưng gần đây vài tuần anh ấy không liên lạc với tôi. Tôi nghĩ mình đúng là một kẻ tồi tệ, mình không thể có bạn bè, chính vì mình quá tệ hại nên bạn bè mình mới lần lượt rời bỏ mình.","Personalization",1
"Tôi vừa bị chụp ảnh khỏa thân cưỡng bức, tôi rất đau khổ, không dám nói cho ai biết. Tôi nghĩ những kẻ chụp ảnh khỏa thân này chắc chắn đang nghĩ cách tống tiền mình tốt hơn, mình xong đời rồi, mình sẽ phải bỏ ra một khoản tiền lớn.","Non-distorted",0
"Từ trước đến nay tôi ít liên lạc với gia đình, chỉ gửi tin nhắn. Tôi nghĩ gia đình và tôi giao tiếp rất trực tiếp, ai cũng thích có việc thì nói, không có việc thì không giao tiếp với nhau.","Non-distorted",0
"Các bạn cùng lớp đều ra ngoài, tôi một mình ở trong lớp học, tôi cảm thấy hơi cô đơn. Tôi nghĩ họ chắc chắn rất coi thường cái loại mọt sách như mình, nên không muốn hỏi mình có muốn đi cùng không.","Mind Reading",1
"Tôi là một luật sư thành đạt, nhưng tôi rất lo lắng sẽ thua kiện tại tòa. Tôi nghĩ mình luôn kém người khác nửa bước, người khác dễ dàng phát hiện ra mình có đầy lỗ hổng, mình là một con hổ giấy dễ bị tổn thương.","Labeling and Mislabeling",1
"Tôi bị bạo lực lạnh của gia đình đẩy đến đỉnh điểm bùng nổ, không kiểm soát được mà trở nên cuồng loạn. Tôi nghĩ các người không ai hiểu được cách làm của họ, họ hoàn toàn là những kẻ tâm thần, họ sẽ đẩy mình đến điên loạn, mình sợ hãi gia đình này.","Overgeneralization",1
"Trong một hoặc hai tháng qua, tôi thức dậy ít nhất một lần mỗi tuần vì đau lưng. Tôi nghĩ không sao, không phải vấn đề lớn, tôi ngủ rất ngon mỗi ngày.","Non-distorted",0
"Tôi chủ động chào hỏi, bạn học mới cũng chỉ qua loa đáp lại. Tôi nghĩ anh ấy trả lời qua loa như vậy, đều tại mình chào hỏi làm anh ấy cảm thấy không vui đúng không.","Personalization",1
"Tôi là một người đồng tính, tôi cảm thấy rất áp lực, không ai xung quanh hiểu tôi. Tôi nghĩ mình là một kẻ biến thái bị tất cả mọi người phỉ báng, một kẻ dị biệt không được thế gian thấu hiểu.","Labeling and Mislabeling",1
"Tôi muốn tổ chức một đám cưới hoành tráng, nhưng phát hiện mình không có tiền để trả tiền sính lễ. Tôi nghĩ sao nhà họ lại đòi nhiều sính lễ như vậy, có phải là cố ý không?","Mind Reading",1
"Bố mẹ luôn so sánh tôi với những đứa trẻ khác, tôi cảm thấy rất không vui. Tôi nghĩ chỉ vì mình không bằng nó sao, vậy thì mình sẽ cố gắng hơn nó, liệu họ có còn so sánh như vậy nữa không.","Non-distorted",0
"Mẹ chồng chê tôi vụng về, không đủ tinh tế. Tôi nghĩ mình cần cố gắng hết sức để thể hiện tốt, không để bà ấy bắt bẻ mình, mình cần làm việc và nói chuyện nhất quán, tránh nghe những lời đàm tiếu của người khác.","Non-distorted",0
"Tôi quên mang bài tập về nhà của mình, giáo viên phạt tôi đứng nghe giảng ở phía sau. Tôi nghĩ mọi người đều không mang, thực ra sự ấm áp chúng ta chia sẻ còn quan trọng hơn bất cứ thứ gì, huống chi còn trong thời tiết lạnh giá này.","Non-distorted",0
"Tôi làm việc cùng đồng nghiệp, tôi cảm thấy gánh nặng của mình nặng hơn, còn gánh nặng của họ nhẹ hơn. Tôi nghĩ họ đều là những người thích trốn tránh công việc nặng nhọc, việc gì cũng thích lùi lại, mình ghét nhất là những người như vậy.","Labeling and Mislabeling",1
"Bạn cùng phòng nói chuyện với tôi, tôi không đồng ý với quan điểm của cô ấy. Tôi nghĩ anh ấy coi mình là bạn, nhưng mình lại không đồng tình với suy nghĩ của anh ấy, mình đúng là một người bạn không đạt yêu cầu.","Labeling and Mislabeling",1
"Tôi cảm thấy ở vị trí công việc, đồng nghiệp mỗi ngày đều rất nỗ lực, tạo áp lực cho tôi. Tôi nghĩ không khí làm việc căng thẳng như vậy còn khó chịu hơn là bắt mình đi chết.","Non-distorted",0
"Khi phỏng vấn, HR cho biết tôi không đáp ứng yêu cầu của công ty. Tôi nghĩ mình sẽ không bao giờ tìm được việc làm sao, chắc là sẽ phải lang thang đầu đường xó chợ, cuộc đời mình sẽ kết thúc một cách tầm thường như vậy.","Fortune-telling",1
"Bạn trai tôi gọi điện cho tôi, nói rằng anh ấy cần thêm không gian. Tôi nghĩ bạn trai nói cần thêm không gian, điều này ám chỉ rằng tình cảm của chúng ta đã tan vỡ.","Fortune-telling",1
